Country,Year,Treat,Score,PointsFromCutpoint,Use,AGG5YearsBefore,AGG3YearsBefore,AGGYearBefore,AGGM5.5,AGGM5,AGGM4.5,AGGM4,AGGM3.5,AGGM3,AGGM2.5,AGGM2,AGGM1.5,AGGM1,AGGM.5,AGG0,AGGP.5,AGGP1,AGGP1.5,AGGP2,AGGP2.5,AGGP3,AGGP3.5,AGGP4,AGGP4.5,AGGP5,REVM5.5,REVM5,REVM4.5,REVM4,REVM3.5,REVM3,REVM2.5,REVM2,REVM1.5,REVM1,REVM.5,REV0,REVP.5,REVP1,REVP1.5,REVP2,REVP2.5,REVP3,REVP3.5,REVP4,REVP4.5,REVP5,FatalAGGBefore,FatalAGGAfter,ForceAGGBefore,ForceAGGAfter,AttackAGGBefore,AttackAGGAfter,Irst,Milex,Milper,Energy,Tpop,Upop,CINC,LandArea,Regime,GreatPower,Alliances,USAlly,EntranceYear,Imports,Exports,EngagedCivilWar,EndedCivilWar,PrevAppear,MilexAfter,MilperPercentAfter,SoccerMostPopular,BirthRate,DeathRate,SexRatio,InfantMortality,LifeExpectancy,MedianAge,Democracy,Rank,NumberOfParticipants
Nigeria,2002,1,16,1,1,4,2,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15000,516000000,78000,170801600,118801000,23219000,0.0071316,356667,0,0,14,0,1960,7928340000,18044600000,0,0,0,478000000,0.000618297,1,42,19,101.9,122,45.23,18.1,0,27,32
Ivory Coast,2006,1,22,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,190000000,17000,19143780,19097000,4673000,0.001138,124502,0,0,14,0,1960,5872870000,7250980000,0,0,0,290000000,0.000840419,1,37,14,106.2,85,50.5,18.7,0,19,32
Tunisia,2006,1,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000,471000000,35000,10791500,10029000,1604000,0.0008298,63170,1,0,37,0,1825,13173100000,10487900000,0,0,1,470000000,0.003422983,1,17,6,101,23,73.02,24.7,0,24,32
Nigeria,2010,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,768000000,79000,199883700,138359000,28220000,0.0075925,356667,0,0,14,0,1960,43278700000,52729200000,0,0,0,NA,NA,1,41,17,101.9,107,47.75,18.1,0,27,32
Austria,1934,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226000,12054000,21000,5629000,6746000,2134000,0.0048335,32377,NA,0,0,0,1919,160710000,108490000,0,0,0,21808000,0.003697678,1,NA,NA,NA,NA,NA,NA,0,4,16
France,1934,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6577000,524231000,449000,81751000,41890000,6451000,0.0638299,260558,NA,1,13,0,1816,1108810000,720480000,0,0,1,867000000,0.013066285,1,NA,NA,NA,NA,NA,NA,1,10,16
Sweden,1938,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105000,46805000,27000,12113000,6280000,947000,0.0049385,173745,NA,0,0,0,1816,541280000,509910000,0,0,1,98741000,-0.001424051,1,NA,NA,NA,NA,NA,NA,1,4,15
United States,1950,1,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,70740000,13503000000,1615000,1199344000,149767000,43216000,0.2731664,3794101,0,1,31,NA,1816,7163000000,11920000000,0,0,1,33400000000,0.020977802,1,NA,NA,NA,NA,NA,NA,1,10,13
Britain,1958,1,7,2,1,4,3,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,22047000,4383177000,702000,226407000,51632000,18824000,0.0473189,94060,0,1,35,1,1816,10834000000,9114700000,0,0,1,4450000000,0.010838705,1,15,12,92.8,29,69.28,35.1,1,11,16
France,1958,1,7,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,2,1,3,0,3,14096000,3692000000,913000,109639000,44311000,7629000,0.0327303,260558,0,1,29,1,1816,5677900000,4735100000,0,0,1,3650000000,0.021927498,1,19,13,93.4,44,67.27,32.9,1,3,16
Hungary,1958,1,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375000,99424000,5000,15428000,9840000,1859000,0.0031168,35919,1,0,5,0,1918,682300000,487900000,0,0,1,140000000,0.00553487,1,21,11,93.7,72,64.02,30.8,0,10,16
Austria,1958,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509000,65923000,23000,11465000,6966000,2273000,0.0036776,32377,0,0,0,0,1919,1128370000,978490000,0,0,1,76500000,0.004419732,1,15,12,86.8,55,66.26,35.2,1,15,16
Argentina,1958,1,6,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,221000,395278000,147000,17896000,19625000,7850000,0.0073708,1073518,1,0,20,1,1841,1243500000,969800000,0,0,0,253000000,0.00714673,1,25,9,104.4,66,62.51,26.3,0,13,16
West Germany,1966,1,7,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36821000,5007541000,440000,256431000,59041000,16951000,0.0387259,95976,0,0,20,1,1955,17536000000,17858000000,0,0,1,5380000000,0.008184126,1,18,11.4,90.5,28,70,34.3,1,2,16
Portugal,1966,1,9,2,1,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0,2,273000,230743000,160000,3430000,9129000,1124000,0.0025421,35603,1,0,16,1,1816,919900000,575800000,0,0,0,330000000,0.021421509,1,24,11,91.4,79,64.24,28.9,0,3,16
Italy,1970,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16428000,2265000000,435000,177058000,53538000,15279000,0.0204403,116346,0,0,20,1,1816,12460500000,11741700000,0,0,1,2990000000,0.00804468,1,18,10,94.3,41,69.62,32.3,1,2,16
Sweden,1970,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5377000,1080308000,75000,16954000,7970000,2017000,0.0042206,173745,0,0,0,0,1816,5903000000,5690100000,0,0,0,1310000000,0.009261546,1,15,10,99.7,16,73.44,36.2,1,9,16
Belgium,1970,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12837000,628002000,115000,64153000,9646000,916000,0.0073306,11787,0,0,20,1,1830,9553628000,9617682000,0,0,0,832000000,0.01137186,1,17,13,96.4,27,70.06,34.8,1,10,16
Argentina,1974,1,7,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,1,1995000,468085000,160000,53948950,25198000,9852000,0.0059622,1073518,0,0,22,1,1841,2241340000,3268650000,0,0,0,628000000,0.00614227,1,23,9,100.6,57,65.75,27.4,1,8,16
Haiti,1974,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7980000,12000,1196454,4760000,466000,0.0004115,10714,1,0,22,1,1859,76150000,51170000,0,0,0,10180000,0.001219512,1,41,19,97,154,46.12,19,0,15,16
Poland,1978,1,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17841000,7430300000,370000,212292600,34698000,9499000,0.0159421,120696,1,0,11,0,1918,16471600000,12265100000,0,0,1,8280000000,0.011316902,1,18,8,94.9,28,70.57,28.6,0,5,16
Sweden,1978,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3953000,2689664000,69000,48502950,8252000,2282000,0.0039127,173745,0,0,0,0,1816,20114300000,19043100000,0,0,1,3470000000,0.008198698,1,14,10,98.9,10,74.78,35.3,1,13,16
Spain,1978,1,6,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11270000,2087465000,373000,105459800,36351000,14088000,0.0117149,195364,0,0,2,1,1816,17834000000,10221000000,0,0,0,3530000000,0.01005836,1,19,9,95.9,24,72.51,30.1,0,10,16
Austria,1982,1,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4656000,700215000,40000,34154300,7569000,2317000,0.0026665,32377,0,0,0,0,1919,21029300000,15832300000,0,0,1,937000000,0.006607638,1,12,13,89.6,17,71.99,34.7,1,8,24
Peru,1982,1,6,2,1,3,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,364000,887554000,157000,18776080,17720000,6527000,0.0032975,496225,0,0,28,1,1839,3777390000,3246900000,0,0,1,1410000000,0.008993968,1,38,11,101.2,99,58.48,18.8,1,20,24
Soviet Union,1986,1,10,2,1,14,7,0,1,1,0,1,5,1,3,2,0,2,0,0,1,0,2,1,0,0,0,0,0,0,1,1,0,1,3,0,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,155000000,2.75E+11,3900000,2607772000,277334000,112227000,0.170436,8649538,1,1,0,0,NA,54111100000,44125400000,0,0,1,3.03E+11,0.013789202,1,19.1,10.7,88.4,26,67.9,30,0,10,24
Austria,1990,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5004000,1410000000,48000,42998910,7659000,2277000,0.0025935,32377,0,0,0,0,1919,38901800000,32448500000,0,0,0,1680000000,0.00563164,1,12,12,90.4,13,73.14,35.2,1,19,24
Czechoslovakia,1990,1,12,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15468000,4600000000,175000,218866900,15638000,3195000,0.0081963,54227,1,0,11,0,1918,15530200000,14109400000,0,0,0,946000000,0.009882564,1,13.8,11.7,94.9,13,71.3,33.6,0,6,24
United States,1990,1,11,2,1,7,5,1,1,0,1,0,1,0,2,1,0,1,0,1,1,0,1,1,0,2,2,1,0,2,0,0,0,0,0,0,2,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,3,1,2,87722000,2.95E+11,2240000,3844484000,247342000,63402000,0.1466928,3794101,0,1,54,NA,1816,4.93E+11,3.64E+11,0,0,0,2.62E+11,0.008352532,0,15,9,94.7,12,74.32,31.4,1,23,24
Netherlands,1994,1,15,2,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,6000000,7356000000,86000,336833000,15290000,4354000,0.0073805,16039,0,0,24,1,1816,1.13E+11,1.28E+11,0,0,1,8010000000,0.004334045,1,13,8,97.7,7,76.73,34.4,1,7,24
Cameroon,1994,1,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,3,0,3,0,3,0,134000000,12000,4934369,12483000,1961000,0.0007727,183568,1,0,0,0,1960,881080000,1354070000,0,0,1,202000000,0.001657001,1,43,14,98.7,93,53.24,17.3,0,22,24
Jamaica,1998,1,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42000000,3000,2878204,2554000,570000,0.0001814,4244,0,0,33,1,1962,3069440000,1896020000,0,0,0,51000000,0.001171875,0,25,8,97.2,29,70.44,23.2,1,22,32
Togo,2006,1,23,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,33000000,8000,2944472,5337000,747000,0.0002855,21925,1,0,14,0,1960,589550000,364110000,0,0,0,42000000,0.001646844,1,36,12,97.9,77,55.2,18,0,30,32
Czechoslovakia,1954,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4366000,764401000,250000,36480000,12820000,1781000,0.0108007,54227,1,0,4,0,1918,879200000,993590000,0,0,0,825000000,0.019094172,1,NA,NA,NA,NA,NA,NA,0,14,16
France,1966,1,10,3,0,3,2,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,19604000,5167691000,585000,159093000,48758000,8820000,0.0277353,260558,0,1,33,1,1816,10286700000,10029400000,0,0,0,5880000000,0.012008557,1,18,11,94.9,25,70.75,32.7,1,13.5,16
Hungary,1966,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2520000,280781000,156000,25522000,10153000,2403000,0.0045246,35919,1,0,5,0,1918,1520300000,1509500000,0,0,1,321000000,0.015259709,1,13,10,93.7,43,68.79,33.4,0,6,16
Mexico,1966,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394000,132186000,65000,45230000,43148000,10086000,0.0081468,761606,1,0,19,1,1831,1553000000,1141500000,0,0,1,172000000,0.001723469,1,45,12,99.4,88,58.45,16.7,0,12,16
Uruguay,1970,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14000,37200000,17000,2448000,2792000,1179000,0.0006458,68037,0,0,22,1,1882,198740000,200340000,0,0,0,74615000,0.00674237,1,22,10,99.5,48,68.25,29.3,1,4,16
Bulgaria,1974,1,10,3,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2246000,1596300000,177000,34567320,8621000,2005000,0.0039842,42823,1,0,11,0,1908,1714590000,1730270000,0,0,1,2140000000,0.020066506,1,16,9,100,31,70.9,33.2,0,12,16
Mexico,1978,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5529000,533541000,100000,114168800,62538000,22722000,0.010793,761606,1,0,24,1,1831,5485900000,4170700000,0,0,1,694000000,0.001820471,1,42,9,99.4,69,62.55,16.8,0,16,16
Canada,1986,1,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,13459000,6809000000,83000,418920900,25843000,8144000,0.0114103,3854085,0,0,17,1,1920,86540300000,90781700000,0,0,0,7960000000,0.003251418,0,15,7,98.6,9,75.83,31,1,24,24
South Africa,1998,1,13,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8311000,2517000000,75000,224065500,43336000,11997000,0.0068931,471443,0,0,1,0,1920,-9000000,-9000000,0,0,0,1760000000,0.001704261,1,27,8,97.1,51,61.21,21.7,1,24,32
United States,2002,1,17,3,0,12,5,1,0,1,0,3,1,3,1,0,2,1,0,1,0,1,2,2,2,1,1,1,0,1,0,0,0,2,1,2,1,0,1,1,0,1,0,0,1,0,2,1,1,1,0,1,1,0,2,4,1,2,90104000,3.22E+11,1368000,5224415000,285112000,76419000,0.1420117,3794101,0,1,59,NA,1816,1.18E+12,7.31E+11,0,0,1,4.05E+11,0.0049131,0,14,9,96.3,7,76.45,35.3,1,8,32
Ghana,2010,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,83000000,7000,12763650,21844000,4342000,0.0010319,92099,0,0,14,0,1957,10227400000,3511690000,0,0,1,NA,NA,1,34,10,103.3,62,59.45,19.1,1,7,32
Sweden,1934,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630000,23003000,34000,8115000,6201000,891000,0.0056095,173745,NA,0,0,0,1816,241430000,237640000,0,0,0,32589000,0.006247997,1,NA,NA,NA,NA,NA,NA,1,8,16
Belgium,1954,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4497000,392921000,86000,32263000,8778000,874000,0.0079596,11787,0,0,17,1,1830,2310557000,2145455000,0,0,0,341000000,0.01059991,1,NA,NA,NA,NA,NA,NA,1,12,16
France,1954,1,8,4,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9997000,3490000000,699000,92209000,42652000,7125000,0.0317597,260558,0,1,18,1,1816,3567100000,3267300000,0,0,0,2950000000,0.018467348,1,NA,NA,NA,NA,NA,NA,1,11,16
Yugoslavia,1954,1,8,4,0,3,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,1,515000,558000000,367000,7226000,17048000,1331000,0.0065921,98776,1,0,2,0,1878,392000000,184300000,0,0,1,531000000,0.021119927,1,NA,NA,NA,NA,NA,NA,0,8,16
Brazil,1954,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016000,603632000,231000,2367000,57164000,8391000,0.0122666,3287597,0,0,20,1,1822,1447820000,1536100000,0,0,1,234000000,0.001764512,1,NA,NA,NA,NA,NA,NA,1,6,16
