Country,Year,Treat,Score,PointsFromCutpoint,Use,AGG5YearsBefore,AGG3YearsBefore,AGGYearBefore,AGGM5.5,AGGM5,AGGM4.5,AGGM4,AGGM3.5,AGGM3,AGGM2.5,AGGM2,AGGM1.5,AGGM1,AGGM.5,AGG0,AGGP.5,AGGP1,AGGP1.5,AGGP2,AGGP2.5,AGGP3,AGGP3.5,AGGP4,AGGP4.5,AGGP5,REVM5.5,REVM5,REVM4.5,REVM4,REVM3.5,REVM3,REVM2.5,REVM2,REVM1.5,REVM1,REVM.5,REV0,REVP.5,REVP1,REVP1.5,REVP2,REVP2.5,REVP3,REVP3.5,REVP4,REVP4.5,REVP5,FatalAGGBefore,FatalAGGAfter,ForceAGGBefore,ForceAGGAfter,AttackAGGBefore,AttackAGGAfter,Irst,Milex,Milper,Energy,Tpop,Upop,CINC,LandArea,Regime,GreatPower,Alliances,USAlly,EntranceYear,Imports,Exports,EngagedCivilWar,EndedCivilWar,PrevAppear,MilexAfter,MilperPercentAfter,SoccerMostPopular,BirthRate,DeathRate,SexRatio,InfantMortality,LifeExpectancy,MedianAge,Democracy,Rank,NumberOfParticipants
Switzerland,1986,0,8,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987000,2087000000,23000,25348620,6470000,951000,0.0014322,15940,0,0,0,0,1816,30697700000,27448400000,0,0,0,3230000000,0.003055768,1,12,9,95,8,76.09,36,1,NA,NA
Turkey,1990,0,7,-2,1,8,5,1,0,1,0,0,1,2,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,2,0,1,1,1,1,7853000,2100000000,780000,138983400,54893000,20548000,0.0125039,302535,0,0,16,1,1816,15934400000,11823400000,0,0,0,4400000000,0.014030189,1,34,11,100.3,97,58.4,20.5,1,NA,NA
Portugal,1990,0,10,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,761000,1250000000,104000,61615480,9937000,1107000,0.0020584,35603,0,0,24,1,1816,18983400000,12672400000,0,0,1,1430000000,0.00871239,1,15,10,93.1,20,72.33,32.1,1,NA,NA
Trinidad,1990,0,9,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000000,2000,15972360,1206000,0,0.0002047,659,0,0,31,1,1962,1244290000,1551550000,0,0,0,29000000,0.001632653,0,28,7,98.3,31,67.69,22.6,1,NA,NA
Britain,1994,0,13,-2,1,4,4,1,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,3,1,1,0,16464000,34020000000,271000,552364400,58191000,48842000,0.025656,94060,0,1,25,1,1816,2.05E+11,1.80E+11,0,0,1,33400000000,0.003975702,1,14,12,94.5,9,75.02,35.8,1,NA,NA
Zimbabwe,1994,0,4,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221000,208820000,48000,11258160,10779000,1897000,0.0010832,150871,1,0,0,0,1965,1813520000,1327520000,0,0,0,233000000,0.003470415,1,39,9,99.1,56,61.56,16.8,0,NA,NA
Costa Rica,1998,0,12,-2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59000000,10000,2802023,3464000,737000,0.0002793,19653,0,0,33,1,1920,4969650000,4205520000,0,0,0,69000000,0.002542588,1,25,4,103.4,15,76.22,23.7,1,NA,NA
Senegal,2006,0,21,-2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000000,13000,3382201,10848000,3163000,0.0006718,76000,0,0,14,0,1960,3215330000,1443470000,0,0,1,193000000,0.00125538,1,40,11,98.8,60,56.59,17,1,NA,NA
Romania,1954,0,4,-3,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,717000,656301000,271000,22850000,16847000,1624000,0.0072789,92043,1,0,4,0,1878,385000000,341000000,0,0,0,432000000,0.015699856,1,NA,NA,NA,NA,NA,NA,0,NA,NA
Norway,1966,0,7,-3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676000,264944000,35000,4415000,3723000,652000,0.0013421,148746,0,0,14,1,1905,2203100000,1439300000,0,0,0,293000000,0.009247028,1,17,9,99.3,17,73.47,34.1,1,NA,NA
East Germany,1966,0,4,-3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,4313000,920701000,205000,95427000,17020000,3516000,0.0092041,41828,1,0,7,0,1954,2809690000,3069800000,0,0,0,1150000000,0.011766772,1,17.4,13.3,83.9,31,70.3,34.9,0,NA,NA
Costa Rica,1966,0,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2331000,2000,81000,1490000,178000,0.0001491,19653,0,0,24,1,1920,178100000,111900000,0,0,0,2632000,0.001257862,1,44,10,103.4,81,63.01,17,1,NA,NA
Chile,1970,0,4,-3,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601000,125684000,70000,18302000,9325000,3562000,0.0025708,291930,0,0,22,1,1839,907160000,1075430000,0,0,1,250000000,0.007232152,1,38,12,97.6,109,58.05,20.1,1,NA,NA
Portugal,1974,0,7,-3,0,10,7,3,0,0,1,1,0,1,1,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,5,1,497000,678312000,276000,9243234,8633000,1083000,0.0030668,35603,1,0,16,1,1816,3018750000,1833460000,0,0,0,779000000,0.011437369,1,22,11,90.4,61,66.24,29.6,0,NA,NA
Haiti,1978,0,7,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12280000,7000,1317265,5093000,481000,0.0003647,10714,1,0,24,1,1859,207340000,143210000,0,0,1,13600000,0.001329282,1,38,17,96.8,137,47.96,19.1,0,NA,NA
Honduras,1986,0,3,-3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71580000,21000,2223414,4372000,1023000,0.0004688,43278,0,0,30,1,1899,888110000,780120000,0,0,1,138000000,0.004295533,1,42,9,100.6,65,61.34,16.8,0,NA,NA
Congo,1998,0,10,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74000000,10000,2601711,2745000,1594000,0.0003444,132047,1,0,0,0,1960,926630000,2258790000,0,1,0,73000000,0.00349162,1,38,12,99.6,74,55.27,18.4,0,NA,NA
Honduras,2002,0,14,-3,0,3,3,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8000,96000000,8000,3922918,6530000,1556000,0.0004233,43278,0,0,33,1,1899,2956900000,1125930000,0,0,0,53000000,0.001749016,1,33,6,99.8,35,69.73,18.4,1,NA,NA
Benin,2010,0,10,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49000000,5000,2555113,7612000,1314000,0.0003569,43484,0,0,14,0,1960,6022800000,413190000,0,0,0,NA,NA,1,42,13,94.4,91,53.27,17.1,1,NA,NA
Lithuania,1934,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900000,20000,1419000,2423000,102000,0.0011963,25212,NA,0,1,0,1918,14210000,16020000,0,0,0,11037000,0.009292929,0,NA,NA,NA,NA,NA,NA,0,NA,NA
Sweden,1954,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1759000,391119000,-9000,5686000,7192000,1595000,0.0044951,173745,0,0,0,0,1816,1557700000,1474800000,0,0,1,438000000,-0.001239328,1,NA,NA,NA,NA,NA,NA,1,NA,NA
Ireland,1954,0,4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,25007000,13000,2943000,2949000,527000,0.0008281,32959,0,0,0,0,1922,504200000,316200000,0,0,0,22556000,0.004450531,0,NA,NA,NA,NA,NA,NA,1,NA,NA
Greece,1954,0,4,-4,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41000,183732000,171000,337000,7817000,1011000,0.0027944,50944,0,0,15,1,1828,290500000,129900000,0,0,0,123000000,0.018076827,1,NA,NA,NA,NA,NA,NA,1,NA,NA
Paraguay,1954,0,4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9000,6000,7000,1487000,227000,0.0003275,157048,1,0,21,1,1846,24000000,31000000,0,0,1,14190000,0.003836317,1,NA,NA,NA,NA,NA,NA,0,NA,NA
United States,1954,0,4,-4,0,4,3,3,0,0,0,0,1,0,0,0,0,0,2,1,0,2,0,0,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,101250000,49621008000,3555000,1347597000,160184000,46581000,0.3111584,3794101,0,1,38,1,1816,11469000000,15337000000,0,0,1,40500000000,0.017688075,0,NA,NA,NA,NA,NA,NA,1,NA,NA
Turkey,1962,0,4,-4,0,5,2,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,0,2,282000,300664000,400000,5016000,28227000,3474000,0.0069923,302535,0,0,23,1,1816,508800000,347000000,0,0,0,349000000,0.016019156,1,47,18,103.3,164,48.05,19.6,1,NA,NA
Portugal,1962,0,3,-4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,6000,170725000,75000,2829000,8938000,1150000,0.0018871,35603,1,0,16,1,1816,648390000,329810000,0,0,0,198000000,0.015965646,1,24,12,91.7,89,62.09,27.9,0,NA,NA
Peru,1966,0,4,-4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94000,122520000,70000,4832000,11467000,2625000,0.0022389,496225,0,0,19,1,1839,728900000,667600000,0,0,0,186000000,0.005769865,1,47,18,101.4,138,49.07,18.1,1,NA,NA
Paraguay,1966,0,3,-4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,20000,17000,2081000,312000,0.0003715,157048,1,0,20,1,1846,52100000,57300000,0,0,0,10000000,0.009153318,1,41,8,98.1,62,64.31,16.2,0,NA,NA
Paraguay,1970,0,8,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,20000,251000,2294000,411000,0.0003629,157048,1,0,23,1,1846,80980000,50950000,0,0,0,14405000,0.00622665,1,41,8,98.1,62,64.31,16.2,0,NA,NA
Turkey,1974,0,6,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1163000,861625000,563000,35353680,38073000,7711000,0.0083792,302535,0,0,21,1,1816,2095600000,1316520000,0,0,0,2090000000,0.014590516,1,40,17,101.7,157,49.05,18.5,1,NA,NA
South Korea,1978,0,10,-4,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2764000,1470743000,600000,56983860,36412000,17853000,0.0108482,38691,1,0,1,1,1949,10805800000,10048100000,0,0,0,2720000000,0.016997922,1,30,8,101,38,63.17,20,0,NA,NA
Denmark,1982,0,8,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613000,1446237000,33000,20668770,5122000,1095000,0.0013654,16562,0,0,15,1,1816,17565200000,16087200000,0,0,0,1480000000,0.00586625,1,12,10,97.5,9,74.23,34.3,1,NA,NA
East Germany,1982,0,4,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7467000,8111249000,231000,191087800,16736000,4346000,0.0091922,41828,1,0,15,0,1954,6150900000,5273220000,0,0,0,9810000000,0.014132583,1,13.1,13.9,88.3,13,71.6,35.5,0,NA,NA
Ecuador,1982,0,3,-4,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28000,247996000,34000,10842240,8183000,2373000,0.0011365,106889,0,0,29,1,1854,2246040000,2540270000,0,0,0,215000000,0.004514934,1,38,10,101.1,82,61.42,18.4,1,NA,NA
Hungary,1990,0,8,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3220000,1810000000,109000,61516020,10398000,3299000,0.003049,35919,1,0,7,0,1918,8885180000,9682230000,0,0,1,1240000000,0.008409047,1,13,14,93.1,20,69.08,35.1,0,NA,NA
Iceland,1994,0,8,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50000,0,0,1477503,264000,101000,0.0000438,39770,0,0,15,1,1944,1355970000,1403520000,0,0,0,0,0,1,17,7,100.8,6,77.61,30,1,NA,NA
Angola,1998,0,10,-4,0,3,3,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,9000,764000000,95000,13094360,11569000,2260000,0.001521,481354,1,0,0,0,1975,2524420000,4310250000,0,0,0,1010000000,0.008013463,1,52,23,96.9,150,41.39,16.1,0,NA,NA
Zimbabwe,2002,0,12,-4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149000,267000000,39000,14600160,12960000,2365000,0.0010551,150871,1,0,3,0,1965,1717570000,2221830000,0,0,0,110000000,0.002289594,1,31,15,98.7,65,48.19,18.2,0,NA,NA
Gabon,2010,0,9,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111000000,5000,3126266,1320000,561000,0.0001514,103347,1,0,11,0,1960,2378710000,4783520000,0,0,0,NA,NA,1,30,10,99,58,59.26,19.3,0,NA,NA
Burkina Faso,2010,0,12,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000000,11000,3889702,13117000,1966000,0.0006079,105869,1,0,14,0,1960,1762140000,450330000,0,0,0,NA,NA,1,45,14,97,86,51.24,16.5,0,NA,NA
Netherlands,1962,0,2,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971000,533952000,141000,48814000,11637000,3816000,0.0067848,290587,0,0,20,1,1816,5064000000,4259800000,0,0,0,641000000,0.010863207,1,21,8,99.2,18,72.94,28.7,1,NA,NA
Belgium,1978,0,6,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11256000,2496443000,107000,88463780,9822000,1124000,0.0063332,424163,0,0,20,1,1830,38731050000,35961860000,0,0,1,3630000000,0.0108773,1,14,12,95.6,17,71.63,34,1,NA,NA
Ivory Coast,2002,0,15,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80000000,14000,9240812,16928000,4047000,0.0009999,124502,0,0,14,0,1960,2794300000,3887420000,0,0,0,172000000,0.000944392,1,38,14,106.2,92,50.28,18.7,0,NA,NA
DRC,2006,0,16,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30000,150000000,64000,24372850,59077000,15988000,0.0034654,905355,1,0,11,0,1960,1648010000,1370130000,0,0,0,166000000,0.000815713,1,48,18,98.5,120,46.65,16,0,NA,NA
Zambia,1974,0,2,-6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,52000000,16000,5230405,4614000,1223000,0.0006918,387048,1,0,0,0,1964,530880000,1136360000,0,0,0,62000000,0.003269978,1,49,18,98.7,118,47.83,16.8,0,NA,NA
Bolivia,1982,0,2,-6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186007000,26000,6334428,5459000,1711000,0.0007883,16039,1,0,30,1,1848,905190000,963660000,0,0,0,197000000,0.004759387,1,41,16,97.3,131,50.06,18.7,0,NA,NA
Finland,1990,0,3,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899000,1570000000,39000,79581840,4964000,1209000,0.0022171,130596,0,0,1,0,1917,24432200000,23304600000,0,0,0,2200000000,0.00638213,0,13,9,93.9,6,74.28,34.7,1,NA,NA
Egypt,1998,0,10,-6,0,3,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2717000,2743000000,430000,83051450,62011000,18986000,0.0086076,11787,1,0,35,0,1855,13168000000,3907970000,0,0,0,2990000000,0.006396335,1,29,8,101,67,63.73,20.2,0,NA,NA
Angola,2002,0,13,-6,0,4,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,9000,1470000000,130000,14821580,12883000,2734000,0.0020368,481354,1,0,13,0,1975,3436290000,6219930000,1,0,0,366000000,0.007669202,1,51,21,97.3,138,43.31,16.1,0,NA,NA
Sierra Leone,1998,0,7,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,51000000,5000,1892232,4428000,649000,0.0002523,27699,1,0,15,0,1961,234610000,17200000,0,0,0,11000000,0.000635997,1,44,26,94.8,166,37.48,18.6,0,NA,NA
